bp_nome,bp_setor,bp_quadra,bp_lote,bp_cond,bp_compres,bp_condeph,bp_iphan,bp_enderec,bp_link,bp_uso,bp_loteobs,bp_zepec,bp_tombant,bp_dia_mun,bp_ano_mun,bp_dia_est,bp_ano_est,bp_dia_uni,bp_ano_uni,bp_tipo,bp_tpcateg,bp_categor,bp_status,bp_distrit,bp_subpref,bp_proconp,bp_procond,bp_proipha,bp_obscomp
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
LUMINÁRIAS ORNAMENTAIS DA LIGHT,,,,,RES. 05/2022,não consta,não consta,,https://www.prefeitura.sp.gov.br/cidade/upload/05-22%20-%20Tombamento%20das%20Lumin%C3%A1rias%20Ornamentais%20da%20Light%20-%20P%C3%A1gina.pdf,,,,,"28/10/2022, p. 19",2022,,0,,0,TA,,,TOMBADO,,,6025.2020/0028014-5,,,
